substation_name,substation_id,division,voltage_kv,num_banks,ungrounded_banks,existing_dg_kw,queued_dg_kw,total_dg_kw,redacted,longitude,latitude
,02813,,,,,1000,1000,2000,,-122.39983283108768,37.78927733106581
,18888,,,,,1000,1000,2000,,-119.86682132400503,34.54239067507639
,15860,,,,,1000,1000,2000,,-120.80362824185816,39.2159365934822
,02816,,,,,1000,1000,2000,,-122.39313996536309,37.79410757441992
,02814,,,,,1000,1000,2000,,-122.41187998732025,37.79480199426707
,02824,,,,,1000,1000,2000,,-122.46687160971231,37.780169943720566
KETTLEMAN HILLS,25273,Fresno,12,1,,42,42,84,NO,-120.11027046537309,36.043228470347096
RESERVE OIL,25418,Fresno,12,1,2,200,200,400,YES,-119.65340386371433,36.276038904982386
POINT ARENA,04338,Humboldt,12,1,1,382,672,1054,NO,-123.67866119514615,38.912156018548
MIRA VISTA,01233,East Bay,4.16,2,,1299,1370,2669,NO,-122.3247799791383,37.938513118125606
DRUM,15232,Sierra,12,1,,85,85,170,NO,-120.76688167651604,39.256372929621755
TAMARACK,15229,Sierra,12,1,1,0,0,0,YES,-120.49620864570748,39.31400206641118
SWIFT,08339,San Jose,21,3,,39075,41533,80608,NO,-121.79709909967093,37.322704670725145
SARANAP,01356,Diablo,4.16,1,,529,541,1070,NO,-122.07469961303588,37.8949912204196
NORCO,25469,Kern,12,1,,0,0,0,YES,-119.30890079948527,35.28554247160178
,16889,,,,,1000,1000,2000,,-120.7648672482959,38.215980411482
,15801,,,,,1000,1000,2000,,-120.62795366454515,39.56903322319392
,25438,,,,,1000,1000,2000,,-119.66069761650733,35.44415219990697
,02806,,,,,1000,1000,2000,,-122.44809098627107,37.76646079366141
,25262,,,,1,1000,1000,2000,,-119.11832288056938,35.470979052638484
GILL,01355,Diablo,4.16,2,,625,653,1278,NO,-122.04030298525278,37.98700838558783
PALO SECO,01318,East Bay,4.16,1,,1554,1660,3214,NO,-122.20690655429547,37.81955732296677
WESTLEY,16267,Yosemite,12,2,"1,2",1354,3169,4523,NO,-121.20566160950838,37.57919043551431
MENDOCINO,04295,Humboldt,12,1,,2549,2652,5201,NO,-123.19762575124754,39.25063932695956
TRINIDAD,19223,Humboldt,12,1,,874,930,1804,NO,-124.12827879249217,41.06502580500504
SAN PABLO,01437,East Bay,12,1,,1655,2248,3903,NO,-122.33656746665153,37.98592857019798
ROUGH AND READY ISLA,16308,Stockton,12,1,1,3200,2190,5390,NO,-121.3463583310698,37.94947516937854
POTTER VALLEY P H,04228,Humboldt,12,3,,540,90,630,YES,-123.12811806063024,39.36111012453688
,02822,,,,,1000,1000,2000,,-122.49126638617552,37.76142585832102
,16995,,,,,1000,1000,2000,,-121.40956853181467,37.6967835279351
,16993,,,,,1000,1000,2000,,-121.29418669920754,37.8001406227606
,25542,,,,,1000,1000,2000,,-119.06387489580042,35.05929986563018
,00000,,,,,1000,1000,2000,,-122.07391887534894,37.047003837666956
,18900,,,,,1000,1000,2000,,-120.85534273762802,35.21209588799116
,02823,,,,,1000,1000,2000,,-122.49863208639422,37.74179709910382
,02827,,,,,1000,1000,2000,,-122.4593802574584,37.747625289188164
,16815,,,,,1000,1000,2000,,-120.15015383789621,38.186201336051354
,08373,,,,,1000,1000,2000,,-121.87843434113815,37.33622139559951
,25426,,,,"1,2",1000,1000,2000,,-120.01038087220302,35.70779298018248
,02801,,,,,1000,1000,2000,,-122.41004601857558,37.76859009647658
,01900,,,,,1000,1000,2000,,-122.18666000668887,37.876472254775585
,25527,,,,,1000,1000,2000,,-119.76100317887548,35.474012668699004
,25531,,,,,1000,1000,2000,,-119.30459691990522,35.083080926059715
,15845,,,,,1000,1000,2000,,-120.84406065948899,39.29822838927912
,00000,,,,,1000,1000,2000,,-119.49449919083142,37.15876900365689
,25490,,,,,1000,1000,2000,,-120.81010250227173,37.37986001739274
,10844,,,,,1000,1000,2000,,-121.59347111689603,39.89350871852058
,06314,,,,,1000,1000,2000,,-121.8309870537359,38.12338716519766
,25818,,,,,1000,1000,2000,,-118.92593843183177,35.35812188020832
,25886,,,,,1000,1000,2000,,-119.40554354851318,37.15891019448687
,08355,,,1,,1000,1000,2000,,-122.0570016824766,36.97446097785533
BIG MEADOWS,10281,North Valley,21,1,,1950,1320,3270,NO,-121.08393042781913,40.17150266451413
CAMPHORA,18207,Central Coast,4.16,2,1,13450,30,13480,NO,-121.38996298634068,36.46804335630432
PARSONS,01366,Mission,4.16,2,,670,20,690,NO,-122.08272925560476,37.702249031979264
PANAMA,25342,Kern,21,1,,29778,31151,60929,NO,-119.02181642397913,35.29554130507497
GABILAN,18233,Central Coast,12,1,1,5271,7210,12481,NO,-121.61341084063255,36.73135977881113
CHICO A,10205,North Valley,12,3,,2664,2917,5581,NO,-121.82083893681967,39.71896295197578
ALHAMBRA,01410,Diablo,12,2,,11075,11669,22744,NO,-122.13034397164171,37.99408242188111
REDWOOD CITY,02416,Peninsula,12,6,,6377,8922,15299,NO,-122.21284294525263,37.49079641984113
DOBBINS,15374,Sacramento,12,1,1,1020,660,1680,NO,-121.19541552842642,39.340076339250025
BELLE HAVEN,02402,Peninsula,4.16,5,,17400,4760,22160,NO,-122.16858181879331,37.47813288447652
SANTA TERESA,08296,San Jose,21,,,4411,5189,9600,NO,-121.79054338190755,37.238496970450434
CLARK ROAD,10309,North Valley,12,1,,9818,10004,19822,NO,-121.63548123647666,39.654826728183004
WRIGHT,25464,Yosemite,12,1,3,4052,12162,16214,NO,-120.94478091254075,37.01392488612878
CASTRO,02248,San Francisco,4.16,2,,1050,80,1130,NO,-122.43417816629568,37.74941830614643
HAYWARD O,01224,Mission,4.16,2,,320,20,340,NO,-122.10256842334823,37.68617570872579
NORIEGA,02251,San Francisco,4.16,2,,280,10,290,NO,-122.50475444624007,37.752473274537806
VIRGINIA,01378,East Bay,4.16,1,,180,20,200,NO,-122.35950190637028,37.924728371508415
ALPINE,16356,Stockton,12,1,,65,77,142,YES,-120.03819400689521,38.46682532572175
NEWHALL,25446,Yosemite,12,2,,10200,12150,22350,NO,-120.32930009715325,36.86712437315204
WARD,01298,Mission,4.16,1,,0,90,90,NO,-122.16118821037311,37.722355660975396
CASTROVILLE,18235,Central Coast,21,1,,12680,3640,16320,NO,-121.73534398224324,36.76322140253611
SF L,02226,San Francisco,4.16,2,,8140,240,8380,NO,-122.4711019490942,37.73037503356227
SF N,02228,San Francisco,12,5,,2430,210,2640,NO,-122.4664254717227,37.76138387988553
21ST AVENUE,02255,San Francisco,4.16,3,,970,70,1040,NO,-122.47806162171672,37.75449989411368
GLENN,10260,North Valley,12,1,,5688,8872,14560,NO,-122.14217762044807,39.77771129658629
AIRWAYS,25204,Fresno,12,2,,82410,3790,86200,NO,-119.67395617756009,36.77817677583952
WHITNEY,01324,Diablo,4.16,1,,90,90,180,NO,-121.88567049158526,38.02255800796905
VALLEJO C,04255,North Bay,4.16,1,,160,10,170,NO,-122.25279173182365,38.09844361859794
TEJON,25293,Kern,12,2,,1874,3317,5191,NO,-118.95468562709183,35.01982434064145
PHILO,04260,Humboldt,12,1,1,2524,3041,5565,NO,-123.43729611086647,39.06446920578099
18TH STREET,02239,San Francisco,4.16,1,,370,20,390,NO,-122.4388699445812,37.76111429249559
WALDO,01335,East Bay,4.16,2,,987,1075,2062,NO,-122.3064730075285,37.909212124547615
FLINT,15253,Sierra,12,1,,4390,400,4790,NO,-121.06721761707118,38.8851928430152
STUART,01384,East Bay,4.16,2,,2330,1040,3370,NO,-122.26844071173983,37.857984085569285
MONTICELLO,04305,North Bay,12,1,"1,2",1720,230,1950,NO,-122.21449434653391,38.50914491487987
VASCO,01375,Mission,12,2,"1,2",1884,1930,3814,NO,-121.71567702519705,37.71097214981069
CHOLAME,18256,Los Padres,12,2,2,2840,13030,15870,NO,-120.33615099258385,35.68629650117082
MARINA (F),02278,San Francisco,4.16,3,,1210,80,1290,NO,-122.43292366391155,37.80378471822409
WOODSIDE,02425,Peninsula,12,3,,19930,4070,24000,NO,-122.24226770027914,37.437220837862704
LARKIN (Y),02280,San Francisco,12,6,,15080,1070,16150,NO,-122.41709996298523,37.78386895744195
TULE POWER HOUSE,25859,Fresno,12,1,,0,0,0,NO,-118.7060628045967,36.163096197624554
PLYMOUTH,02268,San Francisco,4.16,1,,600,110,710,NO,-122.45577702187045,37.71258459729903
ACTON,02247,San Francisco,4.16,2,,580,10,590,NO,-122.45185131815214,37.70866425535986
BATAVIA,06866,Sacramento,12,1,,0,0,0,NO,-121.77611452834401,38.38672984330079
SPENCE,18220,Central Coast,12,2,2,46,46,92,NO,-121.56666763878204,36.61397731072983
SULLIVAN,02285,Peninsula,4.16,1,,210,90,300,NO,-122.47176371010121,37.68724547633245
CASSIDY,25427,Yosemite,21,2,,21650,4210,25860,NO,-119.81261089872177,36.923692299083626
SPANISH CREEK,10310,North Valley,44,1,,0,0,0,NO,-120.96292001178172,40.0271309660948
CRESTA PH,10225,North Valley,12,,,990,990,1980,YES,-121.4096899580418,39.82649357391756
YOSEMITE,02249,San Francisco,4.16,3,,590,20,610,NO,-122.39705250965748,37.72932287844001
BEACH (Q),02234,San Francisco,4.16,1,,100,0,100,NO,-122.41439367858109,37.80767668920345
SILVER,02267,San Francisco,4.16,1,,340,20,360,NO,-122.41440058169415,37.7292092119054
FORT ORD,18240,Central Coast,21,2,1,5683,6371,12054,NO,-121.7923827803921,36.64329014858041
LINDEN,16207,Stockton,12,1,,5610,6076,11686,NO,-121.09611286247083,38.016771917912195
PENNGROVE,04347,Sonoma,12,1,,4582,9238,13820,NO,-122.68088467235823,38.31542240187963
JUDAH,02240,San Francisco,4.16,2,,690,50,740,NO,-122.49349926062399,37.76070385654141
WESTLAKE,02260,Peninsula,4.16,2,,250,20,270,NO,-122.48018281387162,37.69887646243163
MARICOPA,25421,Kern,12,1,,1085,4627,5712,NO,-119.39725152751392,35.10762692812825
VIERRA,16270,Stockton,17,2,"1,2",50560,22900,73460,NO,-121.2743535358029,37.79819570487165
RESERVATION ROAD,18273,Central Coast,12,1,1,6450,7580,14030,NO,-121.68862755200468,36.62420269765867
MIDWAY,25261,Kern,12,2,,6269,6588,12857,NO,-119.44889279756245,35.40071397340408
GONZALES,18213,Central Coast,12,2,3,10930,3500,14430,NO,-121.44649143497328,36.50924719473701
BIG BEND,10375,North Valley,12,,,352,371,723,NO,-121.4915529611423,39.67704842121007
SF E,02207,San Francisco,12,3,,5170,690,5860,NO,-122.42031135616253,37.75998246201988
SF G,02209,San Francisco,4.16,3,,1460,330,1790,NO,-122.44062610314488,37.78179800978079
OCEANO,18260,Los Padres,12,2,,2369,2697,5066,NO,-120.58099919103158,35.10171002130732
VALLEJO B,04245,North Bay,4.16,3,,1154,1353,2507,NO,-122.24125992296037,38.10678437817224
ANNAPOLIS,04286,Humboldt,12,1,,331,331,662,NO,-123.31074209814079,38.679837362204594
PINECREST,16316,Yosemite,4.16,1,,0,0,0,NO,-119.99379985135106,38.187947321566135
STOCKTON ACRES,16322,Stockton,4.16,1,1,492,503,995,NO,-121.3237146106475,37.9630980647908
OLD RIVER,25282,Kern,12,2,,12181,12581,24762,NO,-119.10078114322462,35.20832874558806
HATTON,18229,Central Coast,12,1,1,2341,2553,4894,NO,-121.89760148903191,36.55698934837941
MCKITTRICK,25278,Kern,12,1,1,74,74,148,YES,-119.6266169615922,35.29701832939979
BALCH NO 1,25250,Fresno,12,1,,0,0,0,NO,-119.08622824128605,36.90832240674941
RANCHERS COTTON,25480,Fresno,12,1,,7178,8731,15909,NO,-119.7539900369112,36.70069654914869
WINTERS,06332,North Bay,12,1,,2051,9083,11134,NO,-121.95185421086413,38.51671294425671
DUNLAP,25406,Fresno,12,1,,781,834,1615,YES,-119.0292556541925,36.70967604208161
PACIFIC GROVE,18244,Central Coast,4.16,2,,1714,1948,3662,NO,-121.9191911959669,36.61716803226243
ROSEDALE,25476,Kern,12,1,,6090,11190,17280,NO,-119.07758922783194,35.377501694340864
DAYTON ROAD,10294,North Valley,4.16,1,,132,309,441,NO,-121.83969083882323,39.72016631724905
MONARCH,16230,Stockton,4.16,1,2,573,579,1152,NO,-121.28024699494452,37.969157660213625
BORDEN,25512,Yosemite,12,1,,11984,18574,30558,NO,-119.98430925285751,36.922135951179186
ELECTRA,16216,Stockton,12,1,1,1398,1742,3140,NO,-120.67246808322844,38.33116093177938
,25999,,,1,,1000,1000,2000,,-119.48982076103327,37.15284432405373
,16996,,,,,1000,1000,2000,,-121.34153705453105,37.74576013248136
,25853,,,1,,1000,1000,2000,,-119.52981207771121,37.2913664615804
,25819,,,,,1000,1000,2000,,-118.87896661654624,34.82455386351674
,25428,,,,,1000,1000,2000,,-119.86612991842205,35.78616782744368
,02820,,,,,1000,1000,2000,,-122.4240926752968,37.739618914628856
,16303,,,,,1000,1000,2000,,-121.26353841387984,37.83097894929066
,00000,,,,,1000,1000,2000,,-123.52608018392282,40.71652665260022
,25254,,,,,1000,1000,2000,,-118.99212762327724,35.45561957909977
,08800,,,1,,1000,1000,2000,,-121.75390275737209,37.307183477858054
,04315,,,,1,1000,1000,2000,,-122.76067762643628,38.05498366046404
,25494,,,,,1000,1000,2000,,-119.55368780541137,36.08482151582143
,25544,,,,,1000,1000,2000,,-118.9246249650387,34.92735874830733
,00000,,,,,1000,1000,2000,,-121.05604118065013,40.2960763674542
,06955,,,,,1000,1000,2000,,-122.26811045618506,39.36844925352731
,02804,,,,,1000,1000,2000,,-122.43020377717956,37.76651796478489
,25437,,,,,1000,1000,2000,,-119.6326227691299,35.45671985422937
,02818,,,,,1000,1000,2000,,-122.44572222466891,37.72239216470693
,04334,,,,,1000,1000,2000,,-122.3811532031799,38.16129870949617
,15805,,,,,1000,1000,2000,,-120.37071174832057,38.84419593007507
,15804,,,,,1000,1000,2000,,-120.79285021188258,39.36387033349938
,10801,,,,,1000,1000,2000,,-121.27882889101821,40.74546085099153
,02828,,,,,1000,1000,2000,,-122.40183620627792,37.79404310819687
EAST QUINCY,10255,North Valley,12,1,1,700,50,750,NO,-120.91061771031526,39.93829408031626
PIT NO 5,10132,North Valley,12,1,,2057,2062,4119,YES,-121.97630522163178,40.986702718894264
CEDAR CREEK,10332,North Valley,12,1,,630,1520,2150,NO,-121.9383470502897,40.79097149681122
PIT NO 7,10350,North Valley,12,1,,0,0,0,NO,-121.9908102636006,40.84883693227003
LOW GAP,19241,Humboldt,12,1,,3379,3390,6769,NO,-123.47285444119699,40.433824941944636
,02826,,,,,1000,1000,2000,,-122.46536802483045,37.741636258732896
,02860,,,,,1000,1000,2000,,-122.40328137658562,37.79204777658196
,25482,,,,,1000,1000,2000,,-119.40451683301795,35.10673667162992
,15800,,,,,1000,1000,2000,,-120.82109992086787,39.570165966688855
,02810,,,,,1000,1000,2000,,-122.46949644066461,37.71455110215676
,02829,,,,,1000,1000,2000,,-122.42048169714128,37.759933585033636
,10900,,,,,1000,1000,2000,,-121.93556150374633,40.80702991065763
,18311,,,,,1000,1000,2000,,-120.69312386261318,35.320772338289835
,25263,,,,,1000,1000,2000,,-119.11429213210644,35.57112026398625
,02802,,,,,1000,1000,2000,,-122.4458749750956,37.72220125633483
,02811,,,,,1000,1000,2000,,-122.41440160622949,37.77936367880528
,08379,,,,,1000,1000,2000,,-122.0131853276711,37.38484492059656
,08316,,,,,1000,1000,2000,,-121.7895152996016,36.94732418934483
,02832,,,,,1000,1000,2000,,-122.40030750539931,37.78341990926656
,25533,,,,,1000,1000,2000,,-120.15691495815605,37.09771929184232
STILLWATER,10356,North Valley,12,1,1,3621,3790,7411,NO,-122.34983936540058,40.67760281495655
CARLOTTA,19229,Humboldt,12,1,,221,221,442,NO,-124.06428630276322,40.541262800218725
SF H (MARTIN),02210,Peninsula,12,8,,3386,3738,7124,NO,-122.40919513249818,37.70424294017619
HERDLYN,16374,Diablo,12,1,,193,1523,1716,NO,-121.58716994811228,37.816984754467235
PIT NO 3,10373,North Valley,21,1,,40,0,40,YES,-121.74728636375939,40.99802297914013
HOLLISTER,18249,Central Coast,21,3,,29936,31366,61302,NO,-121.4059655595244,36.86291061228925
FAIRVIEW,01343,Diablo,21,1,,5476,5801,11277,NO,-122.11629244561098,38.01590927413491
HOLLYWOOD,01317,East Bay,4.16,1,,1921,2307,4228,NO,-122.2188198016409,37.81262335848576
NORTH DUBLIN,01405,Mission,21,1,,11352,12873,24225,NO,-121.85769752164674,37.74483921993783
ALTO,04203,Sonoma,12,2,,13020,14760,27780,NO,-122.5246426549278,37.898563217546894
TULUCAY,04230,North Bay,12,1,,7332,14570,21902,NO,-122.2680448123168,38.24734918540386
INDIAN FLAT,25269,Yosemite,12,1,,1980,2046,4026,NO,-119.84124163589712,37.66553336561797
RIPON,16380,Stockton,17,2,"1,2",14357,15532,29889,NO,-121.14626329694829,37.75576421896199
BOWLES,25353,Fresno,12,1,,4209,4985,9194,NO,-119.77351527184115,36.60577292106775
MANTECA,16261,Stockton,17,5,"5,6,7,8",32652,40406,73058,NO,-121.22348162992517,37.8015045271901
PIERCY,08391,San Jose,21,1,,4974,6811,11785,NO,-121.78738454597323,37.27020479293485
LOCKEFORD,16368,Stockton,21,1,,6595,34359,40954,NO,-121.16028330539747,38.117193840651254
EL PATIO,08292,De Anza,12,4,,2152,4439,6591,NO,-121.93561870955156,37.29163644525506
MARTELL,16301,Stockton,12,1,,10271,11322,21593,NO,-120.79647096943472,38.36883661631688
CAROLANDS,02406,Peninsula,4.16,2,"1,2",2833,3389,6222,NO,-122.3759674032582,37.552816739650304
GIRVAN,10340,North Valley,12,1,1,5860,6556,12416,NO,-122.37892882123533,40.513457824293354
ARCATA,19202,Humboldt,12,2,,2451,2747,5198,NO,-124.08825985825645,40.867309497480065
CANTUA,25359,Fresno,12,1,,2059,2309,4368,YES,-120.34147528515581,36.429254389544624
AUBURN,15216,Sierra,12,1,,1950,2295,4245,NO,-121.07000550995504,38.903620029053236
MC MULLIN,25441,Fresno,12,1,,5506,19099,24605,NO,-119.98868057830961,36.593617549943424
RADUM,01315,Mission,12,2,,5692,7388,13080,NO,-121.85958601044506,37.67228311817145
SUNOL,01424,Mission,12,1,,1340,1517,2857,YES,-121.86962721571362,37.58689135859106
SF X (MISSION),02201,San Francisco,12,2,,1117,1357,2474,NO,-122.41435930467767,37.77752693688508
COTATI,04227,Sonoma,12,2,,5974,6852,12826,NO,-122.73175577070295,38.30980554981653
RANDOLPH,02259,San Francisco,4.16,3,,660,50,710,NO,-122.46933508414891,37.7145484958375
VACA DIXON,06359,North Bay,12,3,,42195,54037,96232,NO,-121.920052746684,38.39965913851507
BIG BASIN,08284,Central Coast,12,1,1,2909,3255,6164,NO,-122.17227801178811,37.13125948685303
ESQUON,10217,North Valley,12,2,1,2514,2550,5064,NO,-121.76822648360046,39.607723147574916
RAWSON,10353,North Valley,12,1,,4440,1140,5580,NO,-122.2122547593741,40.14506917599813
HALF MOON BAY,02410,Peninsula,12,3,"1,2",3667,3958,7625,NO,-122.4294538339823,37.46904870806549
HIGHWAY,04265,North Bay,12,2,,21763,23892,45655,NO,-122.25383771242235,38.165934399172585
PENRYN,15256,Sierra,12,2,"1,2",7635,8507,16142,NO,-121.16643199707649,38.84486110184167
DESCHUTES,10335,North Valley,12,2,2,3816,3970,7786,NO,-122.23990905392131,40.55543101923755
PRUNEDALE,18296,Central Coast,12,2,,2960,3109,6069,NO,-121.67105618260139,36.7848917695957
MOSHER,16372,Stockton,21,3,,4833,6460,11293,NO,-121.28076435779292,38.02182537980966
SANTA MARIA,18267,Los Padres,12,2,,9139,11781,20920,NO,-120.44405177080088,34.95030148149897
SISQUOC,18281,Los Padres,12,2,,1272,1284,2556,NO,-120.3307559903573,34.87888609675112
KONOCTI,04331,Humboldt,12,3,,9290,22626,31916,NO,-122.74098053352843,38.932601383485405
FITCH MOUNTAIN,04275,Sonoma,12,2,"1,2",6963,9056,16019,NO,-122.85303132509898,38.606826614556056
STAFFORD,04320,Sonoma,12,2,,15338,16648,31986,NO,-122.61391256045738,38.12001877968342
HALSEY,15224,Sierra,12,1,,7296,8007,15303,NO,-121.04286722342917,38.95682089677347
DEL MAR,15258,Sierra,12,3,3,22931,24765,47696,NO,-121.22132249121611,38.798905518358
TERMINOUS,16302,Stockton,12,1,,1073,2452,3525,NO,-121.42139866543383,38.11711521592538
RIVERBANK,16319,Yosemite,17,2,"1,2",7007,11872,18879,NO,-120.90778635201956,37.768875830849346
COTTONWOOD,10293,North Valley,12,2,,2908,3487,6395,NO,-122.26727834579738,40.39732263215315
CAYUCOS,18255,Los Padres,12,2,,4424,4941,9365,NO,-120.87040792910973,35.44897550448366
RAINBOW,25444,Fresno,12,1,,7738,9632,17370,NO,-119.53834108317079,36.71001709792986
CAL WATER,25545,Kern,12,1,,13231,13753,26984,NO,-118.90059842079377,35.42222837471225
OAKLAND J,01209,East Bay,12,5,,12273,17549,29822,NO,-122.21419146834046,37.76329902345095
FREMONT,01435,Mission,12,3,,15879,19349,35228,NO,-121.961946339948,37.5418196595348
MIDDLETOWN,04314,Humboldt,12,2,"1,2",6434,12124,18558,NO,-122.60794041011711,38.75298395846147
LUCERNE,04335,Humboldt,12,2,2,4936,5383,10319,NO,-122.81284365571706,39.11048704064002
JAMESON,06380,North Bay,12,2,,8406,8706,17112,NO,-122.14796860832557,38.20543608324877
RIVER OAKS,08234,San Jose,21,2,,0,0,0,NO,-121.92707411842656,37.41128179639234
MC KEE,08353,San Jose,12,3,,26197,33033,59230,NO,-121.84378234897032,37.36629769546083
ANITA,10284,North Valley,12,2,"1,2",3199,3564,6763,NO,-121.91991335854587,39.81086776157862
FMC,08387,San Jose,12,2,,1951,2907,4858,NO,-121.92230668182881,37.34728445797068
REDBUD,04319,Humboldt,12,2,1,5638,7881,13519,NO,-122.66266510947312,39.027411633952696
NEWBURG,19215,Humboldt,12,2,2,5483,6460,11943,NO,-124.13502277842231,40.594817406183694
BUCKS CREEK,10221,North Valley,12,1,,3,3,6,NO,-121.32683970806877,39.91158864841991
STONE,08370,San Jose,12,2,,8327,9125,17452,NO,-121.8681773963203,37.304303547187224
WOODACRE,04302,Sonoma,12,1,,8453,9834,18287,NO,-122.65399200051384,38.012506846975484
MORRO BAY,18301,Los Padres,12,1,,14298,16105,30403,NO,-120.85564135935418,35.374352209340344
ESTUDILLO,01348,Mission,4.16,1,,690,774,1464,NO,-122.13887446674241,37.727121546097905
CHEROKEE,16365,Stockton,12,1,1,3004,3049,6053,NO,-121.23810008766185,38.00576000998228
WALL,01374,East Bay,4.16,1,,965,1095,2060,NO,-122.31817641662893,37.92740629292976
EAST STOCKTON,16313,Stockton,4.16,2,"1,3",7358,12131,19489,NO,-121.26093352398566,37.96312284092296
BULLARD,25396,Fresno,21,4,,10928,11620,22548,NO,-119.76842651281234,36.824064052319514
TYLER,10357,North Valley,12,2,1,7264,7699,14963,NO,-122.20839746763077,40.13845382134672
ARBUCKLE,06208,Sacramento,12,2,1,1777,1968,3745,NO,-122.0610830521299,39.01767623855932
WILLOW CREEK,19217,Humboldt,12,1,,471,512,983,NO,-123.64012366855172,40.948027787140234
NEWARK 12KV,01222,Mission,12,4,,4364,5160,9524,NO,-121.98896346778257,37.50151207995332
NEWARK 21KV,01223,Mission,21,,,23332,45898,69230,NO,-121.98163324660962,37.502899325562844
LONE TREE,01323,Diablo,21,2,,22706,23268,45974,NO,-121.75910439326935,37.94630532263428
CONTRA COSTA,01365,Diablo,21,4,,31880,35973,67853,NO,-121.78318387764635,37.99867901702416
BAHIA,04325,North Bay,12,2,,10184,10922,21106,NO,-122.13740639333582,38.08114613944989
CATLETT,15376,Sacramento,12,2,1,4141,8744,12885,NO,-121.5164995196137,38.80879690086217
HARDING,16331,Stockton,4.16,2,"1,2",1481,1854,3335,NO,-121.29066673738883,37.96361485228802
CURTIS,16335,Yosemite,17,2,"1,2",6228,6862,13090,NO,-120.31978089327473,37.974311753939475
EUREKA A,19212,Humboldt,12,1,,2162,2417,4579,YES,-124.18290357012602,40.79388382264845
ORO FINO,10303,North Valley,12,1,1,770,782,1552,NO,-121.61103678617299,39.87163789301229
TIVY VALLEY,25294,Fresno,12,1,1,3995,4409,8404,NO,-119.39266766293923,36.770688020428544
BROOKSIDE,01321,East Bay,4.16,1,,318,318,636,NO,-122.34740011271514,37.96197173061187
RICHMOND R,01347,East Bay,12,2,,8575,8575,17150,NO,-122.36966637516512,37.92625133438892
LIVERMORE,01214,Mission,12,2,,8236,8675,16911,NO,-121.78085098109067,37.680003612395765
COPUS,25387,Kern,12,2,2,4824,16543,21367,NO,-119.27870217911949,35.09340403050877
CASTRO VALLEY,01409,Mission,12,2,,21543,24238,45781,NO,-122.06126559376074,37.691784108494595
RALSTON,02414,Peninsula,12,2,"1,2",3949,4419,8368,NO,-122.33975670219075,37.511320391790726
ZACA,18268,Los Padres,12,1,,3783,4002,7785,NO,-120.15172324390338,34.69665857732155
MENLO,02413,Peninsula,12,4,,1952,2214,4166,NO,-122.20225008841325,37.433062299913026
NAPA,04202,North Bay,12,3,,41447,43479,84926,NO,-122.27848498957331,38.29522583876939
NORTH TOWER,04204,North Bay,12,4,,4267,4580,8847,NO,-122.19598269824904,38.066339734584254
LOS ALTOS,08224,De Anza,12,3,"1,2,3",4189,5116,9305,NO,-122.11507335032161,37.39360169214869
DIVIDE,18257,Los Padres,12,2,,2905,4097,7002,YES,-120.44860259638226,34.8291272881148
SAN BENITO,18274,Central Coast,21,1,,5980,6641,12621,YES,-121.54942913233612,36.86860625244168
HOOPA,19240,Humboldt,12,1,1,1116,1248,2364,NO,-123.68217517595441,41.0562197839853
COARSEGOLD,25443,Yosemite,21,2,,14093,15727,29820,NO,-119.69055205502599,37.227416911285985
AMES,08390,De Anza,12,1,,339,2689,3028,NO,-122.06722574863358,37.41803546385238
SAN LEANDRO U,01311,Mission,12,3,,1061,4101,5162,NO,-122.14868122906188,37.710671483216295
NOTRE DAME,10204,North Valley,12,2,,6719,10520,17239,NO,-121.79624495707743,39.73006455906166
RINCON,04332,Sonoma,12,3,,8202,9519,17721,NO,-122.66602642884762,38.49018866904616
ZAMORA,06319,Sacramento,12,2,,4060,4776,8836,NO,-121.85821418077823,38.77465430165772
MABURY,08219,San Jose,12,2,,7681,10257,17938,NO,-121.86446124822062,37.36110148781495
EAST MARYSVILLE,15233,Sacramento,12,2,,6624,14963,21587,NO,-121.56120836057298,39.16342235495069
CAPAY,10211,North Valley,12,1,,2273,2401,4674,NO,-122.10355513930796,39.77653431381928
AVENA,16357,Stockton,17,1,1,6615,14743,21358,NO,-121.05412253622625,37.84274975923836
WILLIAMS,06205,Sacramento,12,2,"1,2",1988,2228,4216,NO,-122.14773879689832,39.15751081265503
PASO ROBLES,18261,Los Padres,12,3,,39340,6410,45750,NO,-120.67926595289853,35.615659121898986
CUYAMA,25314,Kern,12,2,,346,12053,12399,YES,-119.62029680803812,34.927616278599906
FRUITVALE,25339,Kern,12,2,,53,1681,1734,NO,-119.09265249949173,35.37778171713446
FULTON,04256,Sonoma,12,2,,27960,5100,33060,NO,-122.76136488870888,38.497363244277295
EDES,01368,East Bay,12,2,,1087,1803,2890,NO,-122.19406786917395,37.738958386689234
PURISIMA,18297,Los Padres,12,1,,4279,4421,8700,NO,-120.43565969291836,34.7008255827051
EUREKA E,19233,Humboldt,12,1,,2719,3305,6024,NO,-124.17955004886942,40.793699357832445
MT EDEN,01376,Mission,12,3,,10440,19064,29504,NO,-122.10232914754421,37.63195322408561
IGNACIO,04248,Sonoma,12,2,,7156,10425,17581,NO,-122.53961816606646,38.075692626064345
STELLING,08348,De Anza,12,3,,9519,9690,19209,NO,-122.04301499075999,37.335897080852924
CAMP EVERS,08362,Central Coast,21,2,,7908,9811,17719,NO,-122.02549688702273,37.04175134982072
