substation_name,subst_id,sys_name,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,voltage_kv,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub
Mt. Givens P.t.,1481.0,Big Creek 220/220 System,0.0,0.0,0.0,0.03,0.0,0.05,2.4,1.0,25.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified inadequate deliverability.
Mt. Pass 'A',,,,,,,,,33.0,1.0,5.0,12.5,0.0,0.0,82.5,2.0,5.0,0.0,0.0,33.0,
Mt. Vernon 'A',,,,,,,,,4.0,3.0,83.0702,5.614,0.0,0.0,11.3158,947.0,64.0,0.0,0.0,129.0,
Mt. Vernon 'B',,,,,,,,,4.0,3.0,79.0123,5.8201,0.0,0.0,15.1675,896.0,66.0,0.0,0.0,172.0,
Mt. Wilson,,,,,,,,,16.0,1.0,0.0,37.1429,0.0,0.0,62.8571,0.0,13.0,0.0,0.0,22.0,
Mt. Wilson P.t.,1902.0,Gould 220/66 System,0.0,0.0,0.0,3.88,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd,234.0,Mwd 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd Coyote Creek,26.0,Olinda 220/66 System,0.0,0.0,0.0,0.0,0.0,3.75,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd Lake Mathews 4,45.0,Mira Loma 220/66 System,0.0,0.0,0.0,4.19,0.0,4.3,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd Perris,49.0,Valley 'Ab' 500/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Mwd Rio Hondo 4,51.0,Center 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd San Dimas 4,40.0,Padua 220/66 System,0.0,0.0,0.0,0.24,0.0,9.9,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd Temescal,,,,,,,,,33.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Mwd Temescal 4,53.0,Mira Loma 220/66 System,0.0,0.0,0.0,0.0,0.0,2.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Mwd Yorba Linda,29.0,Villa Park 220/66 System,0.0,0.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Naples,860.0,Alamitos 220/66 System,2.799,0.15,2.95,11.09,0.27,9.05,4.0,6.0,75.3788,9.6591,0.0,0.0,14.9621,1194.0,153.0,0.0,0.0,237.0,Interconnection studies in this area have identified adequate deliverability.
Native P.t.,2274.0,Victor 220/115 System,0.216,0.412,0.628,2.76,0.23,9.37,12.0,1.0,0.0,33.3333,0.0,0.0,66.6667,0.0,2.0,0.0,0.0,4.0,Interconnection studies in this area have identified adequate deliverability.
Natural,1953.0,Saugus 220/66 System,0.0,0.0,0.0,39.2,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ni Oxnard Chp,2237.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Niagara,2217.0,Etiwanda 220/66 System,0.0,0.0,0.0,13.2,0.0,28.0,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,Interconnection studies in this area have identified adequate deliverability.
Nidever P.t.,1483.0,Goleta 220/66 System,0.054,0.0,0.054,0.26,0.21,0.28,2.4,1.0,86.8421,5.2632,0.0,0.0,7.8947,33.0,2.0,0.0,0.0,3.0,Interconnection studies in this area have identified adequate deliverability.
Noble P.t.,1482.0,Kramer 220/115 System,0.0,0.0,0.0,0.04,0.0,0.1,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
Nogal P.t.,1490.0,Goleta 220/66 System,0.342,0.007,0.349,0.5,0.7,0.4,4.0,1.0,68.75,9.375,0.0,0.0,21.875,22.0,3.0,0.0,0.0,7.0,Interconnection studies in this area have identified adequate deliverability.
North Bay P.t.,1484.0,Vista 220/115 System,0.039,0.0,0.039,0.57,0.07,0.96,2.4,1.0,76.699,6.7961,0.0,0.0,16.5049,79.0,7.0,0.0,0.0,17.0,Interconnection studies in this area have identified adequate deliverability.
O'neill,1027.0,Viejo 220/66 System,35.966,3.864,39.83,84.0,0.47,44.17,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Oak Knoll P.t.,1493.0,Vista 220/115 System,0.017,0.0,0.017,0.41,0.04,0.98,2.4,1.0,91.9149,1.2766,0.0,0.0,6.8085,216.0,3.0,0.0,0.0,16.0,Interconnection studies in this area have identified adequate deliverability.
Oak Springs P.t.,1821.0,Victor 220/115 System,0.386,0.006,0.391,0.8,0.49,9.61,12.0,1.0,70.0,0.7692,0.0,0.7692,28.4615,91.0,1.0,0.0,1.0,37.0,Interconnection studies in this area have identified adequate deliverability.
Oaktree P.t.,1497.0,Gould 220/66 System,0.0,0.0,0.0,0.31,0.0,0.33,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Observatory P.t.,1905.0,Gould 220/66 System,0.0,0.0,0.0,0.13,0.0,0.3,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Ocean Park,488.0,La Cienega 220/66 System,1.062,0.125,1.188,5.83,0.2,13.69,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ocean Park 'A',,,,,,,,,4.0,1.0,61.811,21.2598,0.0,0.0,16.9291,157.0,54.0,0.0,0.0,43.0,
Ocean Park 'B',,,,,,,,,4.0,3.0,53.137,21.767,0.0,0.0,25.096,415.0,170.0,0.0,0.0,196.0,
Olympic,489.0,La Cienega 220/66 System,0.503,0.02,0.523,7.78,0.07,10.16,4.0,6.0,56.4795,25.378,0.0,0.108,18.0346,523.0,235.0,0.0,1.0,167.0,Interconnection studies in this area have identified adequate deliverability.
Outlaw P.t.,1498.0,Valley 500/115 System,0.239,0.016,0.255,3.56,0.07,4.74,12.0,1.0,81.5884,4.1516,0.0,0.1805,14.0794,452.0,23.0,0.0,1.0,78.0,Deliverability in this area has not been determined by previous interconnection studies.
Outlet P.t.,1499.0,El Casco 220/115 System,3.115,1.65,4.765,13.21,0.36,9.24,12.0,2.0,37.8307,25.9259,0.0,0.2646,35.9788,143.0,98.0,0.0,1.0,136.0,Deliverability in this area has not been determined by previous interconnection studies.
Pacific Wind,96.0,Windhub 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Pahrump P.t.,2083.0,Valley Electric 220/25,0.0,0.0,0.0,0.12,0.0,1.5,25.0,1.0,48.0,4.0,0.0,0.0,48.0,12.0,1.0,0.0,0.0,12.0,Deliverability in this area has not been determined by previous interconnection studies.
Painted Cave P.t.,1505.0,Goleta 220/66 System,0.154,0.0,0.154,0.23,0.68,0.15,2.4,1.0,41.6667,0.0,0.0,0.0,58.3333,5.0,0.0,0.0,0.0,7.0,Interconnection studies in this area have identified adequate deliverability.
Palm Springs 'A',2324.0,Devers 220/115 System,1.915,0.176,2.091,3.57,0.59,8.41,4.0,2.0,57.7465,10.5634,0.0,0.0,31.6901,82.0,15.0,0.0,0.0,45.0,Deliverability in this area has not been determined by previous interconnection studies.
Palm Springs 'B',2323.0,Devers 220/115 System,0.889,0.089,0.978,2.29,0.43,9.52,4.0,2.0,39.7163,18.4397,0.0,0.0,41.844,56.0,26.0,0.0,0.0,59.0,Deliverability in this area has not been determined by previous interconnection studies.
Palos Verdes,490.0,La Fresa 220/66 System,1.958,0.242,2.2,5.14,0.43,5.24,4.0,4.0,84.5361,3.5346,0.0,0.0,11.9293,574.0,24.0,0.0,0.0,81.0,Interconnection studies in this area have identified adequate deliverability.
Panchito P.t.,1929.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.01,0.0,0.75,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Papaya P.t.,2009.0,Mira Loma 220/66 System,0.237,0.011,0.247,0.86,0.29,0.75,4.0,1.0,80.8,4.0,0.0,0.0,15.2,101.0,5.0,0.0,0.0,19.0,Interconnection studies in this area have identified adequate deliverability.
Par P.t.,1504.0,Goleta 220/66 System,0.013,0.0,0.013,0.06,0.21,0.14,2.4,1.0,50.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
Parker,229.0,Parker 161/66 System,0.963,0.037,1.0,16.7,0.06,15.7,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Parker Strip,1521.0,Parker 161/66 System,0.152,0.0,0.152,3.75,0.04,3.6,12.0,1.0,18.0328,34.4262,0.0,0.0,47.541,11.0,21.0,0.0,0.0,29.0,Interconnection studies in this area have identified inadequate deliverability.
Paularino,1009.0,Ellis 'A' 220/66 System,0.06,0.0,0.06,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Peacock U.g.s.,1519.0,La Fresa 220/66 System,0.072,0.031,0.103,0.28,0.37,1.4,4.0,1.0,80.0,5.7143,0.0,0.0,14.2857,28.0,2.0,0.0,0.0,5.0,Interconnection studies in this area have identified adequate deliverability.
Peacor P.t.,1517.0,Victor 220/115 System,0.44,0.066,0.506,1.26,0.4,0.99,12.0,1.0,63.658,4.2755,0.0,0.0,32.0665,268.0,18.0,0.0,0.0,135.0,Interconnection studies in this area have identified adequate deliverability.
Pedestrian P.t.,2177.0,Eagle Rock 220/66 System,0.081,0.01,0.091,1.71,0.05,2.41,4.0,1.0,68.3761,14.8148,0.0,0.0,16.8091,240.0,52.0,0.0,0.0,59.0,Interconnection studies in this area have identified adequate deliverability.
Penitentiary P.t.,2215.0,Eagle Mountain 220/220 System,0.0,0.0,0.0,0.0,0.0,6.52,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
Pheasant P.t.,1506.0,El Casco 220/115 System,0.452,0.04,0.492,0.55,0.9,0.51,12.0,1.0,64.1791,4.4776,0.0,0.0,31.3433,43.0,3.0,0.0,0.0,21.0,Deliverability in this area has not been determined by previous interconnection studies.
Pier,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,
Pimiento P.t.,2252.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Pinnacles,214.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Plesgen,91.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Polaris 4,464.0,El Nido 220/66 System,0.0,0.0,0.0,8.82,0.0,9.37,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Poole,179.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.2,0.0,1.5,12.0,1.0,0.0,16.6667,0.0,0.0,83.3333,0.0,5.0,0.0,0.0,25.0,Interconnection studies in this area have identified inadequate deliverability.
Portal 4,155.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Portuguese Bend P.t.,1512.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Poso Park P.t.,1518.0,Vestal 220/66 System,0.0,0.0,0.0,0.02,0.0,0.05,2.4,1.0,37.5,0.0,0.0,0.0,62.5,3.0,0.0,0.0,0.0,5.0,Interconnection studies in this area have identified inadequate deliverability.
Poston (Bia),,,,,,,,,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Primm,2167.0,Eldorado 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Prison,1064.0,Blythe (Walc) 161/33 System,0.0,0.0,0.0,10.0,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Process,2191.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Pruitt P.t.,2195.0,La Fresa 220/66 System,0.271,0.006,0.277,0.7,0.39,0.72,4.0,1.0,92.233,1.9417,0.0,0.0,5.8252,95.0,2.0,0.0,0.0,6.0,Interconnection studies in this area have identified adequate deliverability.
Queen Mary U.g.s.,1522.0,Hinson 220/66 System,0.0,0.0,0.0,0.75,0.0,0.75,4.0,1.0,0.0,66.6667,0.0,0.0,33.3333,0.0,10.0,0.0,0.0,5.0,Interconnection studies in this area have identified adequate deliverability.
Ralphs,1102.0,Lighthipe 220/66 System,0.0,0.0,0.0,4.6,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rancheria P.t.,1524.0,Big Creek 220/220 System,0.0,0.0,0.0,0.04,0.0,0.1,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Ranger P.t.,1525.0,Vista 220/115 System,0.007,0.0,0.007,0.0,-7.09,0.99,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rcho Msn Viejo (Sdge),,,,,,,,,12.0,1.0,62.5,5.0,0.0,0.0,32.5,25.0,2.0,0.0,0.0,13.0,
Rectifier,1806.0,Valley 500/115 System,0.0,0.0,0.0,8.26,0.0,22.4,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Deliverability in this area has not been determined by previous interconnection studies.
Recycle P.t.,2356.0,Valley 500/115 System,0.0,0.0,0.0,0.0,0.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Deliverability in this area has not been determined by previous interconnection studies.
Red Box,,,,,,,,,16.0,1.0,8.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,23.0,
Red Box P.t.,1906.0,Gould 220/66 System,0.0,0.0,0.0,0.23,0.0,1.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Regatta P.t.,2287.0,Big Creek 220/220 System,0.0,0.0,0.0,0.28,0.0,1.0,12.0,1.0,10.8696,6.5217,0.0,0.0,82.6087,5.0,3.0,0.0,0.0,38.0,Interconnection studies in this area have identified inadequate deliverability.
Retreat P.t.,1868.0,Mira Loma 220/66 System,2.09,0.092,2.182,3.2,0.68,7.82,12.0,1.0,80.2139,9.0909,0.0,0.0,10.6952,150.0,17.0,0.0,0.0,20.0,Interconnection studies in this area have identified adequate deliverability.
Richuson P.t.,1533.0,Lighthipe 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ridgeview P.t.,1695.0,Valley 500/115 System,0.046,0.0,0.046,2.89,0.02,5.2,12.0,2.0,5.7692,32.6923,1.9231,0.0,59.6154,3.0,17.0,1.0,0.0,31.0,Deliverability in this area has not been determined by previous interconnection studies.
Riverside,274.0,Vista C 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ronnie P.t.,1535.0,Center 220/66 System,0.039,0.011,0.05,0.5,0.1,0.95,4.0,1.0,66.1972,22.5352,0.0,0.0,11.2676,47.0,16.0,0.0,0.0,8.0,Interconnection studies in this area have identified adequate deliverability.
Roxie P.t.,1536.0,Rio Hondo 220/66 System,0.0,0.0,0.0,0.12,0.0,0.17,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Safari,2193.0,Santiago 220/66 System,1.077,0.763,1.84,18.33,0.1,54.16,12.0,2.0,43.0791,29.3785,0.1412,0.0,27.4011,305.0,208.0,1.0,0.0,194.0,Interconnection studies in this area have identified adequate deliverability.
San Manuel,2300.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
San Vicente,498.0,La Cienega 220/66 System,0.857,0.132,0.989,2.94,0.34,4.96,4.0,4.0,66.0,14.5,0.0,0.5,19.0,132.0,29.0,0.0,1.0,38.0,Interconnection studies in this area have identified adequate deliverability.
San Ysidro P.t.,2119.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santa Ana River 1,,,,,,,,,33.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Santa Ana River 3,162.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santa Fe Shops,1081.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santiago 'A',381.0,Santiago 220/66 System,122.763,20.278,143.041,345.68,0.41,416.96,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santiago 'C',380.0,Santiago 220/66 System,74.892,12.424,87.317,390.12,0.22,472.68,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Saugus 'A',2018.0,Saugus 220/66 System,164.66,44.7,209.36,379.99,0.55,350.64,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Saugus 'C',2019.0,Saugus 220/66 System,133.599,14.766,148.365,364.57,0.41,411.63,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Scout P.t.,1569.0,Victor 220/115 System,0.0,0.0,0.0,0.02,0.0,0.3,12.0,1.0,0.0,75.0,0.0,0.0,25.0,0.0,3.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Sdge Avocado,,,,,,,,,12.0,2.0,27.2727,9.0909,0.0,0.0,63.6364,3.0,1.0,0.0,0.0,7.0,
Second Avenue,1738.0,Eagle Mountain 220/220 System,0.654,0.024,0.677,1.98,0.34,4.32,12.0,2.0,60.989,7.6923,0.0,0.0,31.3187,111.0,14.0,0.0,0.0,57.0,Interconnection studies in this area have identified inadequate deliverability.
Segs 1,31.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Serrfgen,74.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Server,2053.0,El Nido 220/66 System,0.0,0.0,0.0,3.41,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Sespe P.t.,1539.0,Saugus 220/66 System,0.033,0.0,0.033,0.13,0.25,0.27,4.0,1.0,42.8571,0.0,28.5714,0.0,28.5714,3.0,0.0,2.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
Ship,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,
Shultz,1229.0,Laguna Bell 220/66 System,0.0,0.0,0.0,11.41,0.0,28.0,16.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,Interconnection studies in this area have identified adequate deliverability.
Sinker P.t.,2243.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.13,0.0,0.52,12.0,1.0,7.1429,0.0,0.0,0.0,92.8571,1.0,0.0,0.0,0.0,13.0,Interconnection studies in this area have identified inadequate deliverability.
Skinwater,1875.0,Valley 'D' 500/115 System,0.0,0.0,0.0,2.7,0.0,14.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Skyborne P.t.,1895.0,Devers 220/115 System,1.512,0.016,1.528,1.91,0.8,13.47,12.0,1.0,67.7966,4.2373,0.0,0.0,27.9661,80.0,5.0,0.0,0.0,33.0,Deliverability in this area has not been determined by previous interconnection studies.
Snake P.t.,1541.0,Mirage 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Snowcreek P.t.,1560.0,Devers 220/115 System,0.321,0.35,0.671,0.48,1.4,0.33,12.0,1.0,65.2174,0.0,0.0,0.0,34.7826,15.0,0.0,0.0,0.0,8.0,Deliverability in this area has not been determined by previous interconnection studies.
Solar 1,132.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Solar 2,133.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Soper P.t.,1992.0,Del Amo 220/66 System,0.64,0.006,0.646,1.82,0.35,1.85,4.0,1.0,90.4977,4.5249,0.0,0.0,4.9774,200.0,10.0,0.0,0.0,11.0,Interconnection studies in this area have identified adequate deliverability.
Sophie P.t.,2228.0,Valley 500/115 System,1.265,0.138,1.403,7.43,0.19,8.6,12.0,1.0,79.8046,3.2573,0.0,0.0,16.9381,490.0,20.0,0.0,0.0,104.0,Deliverability in this area has not been determined by previous interconnection studies.
Southridge P.t.,1549.0,Devers 220/115 System,0.357,0.051,0.408,1.21,0.34,1.09,4.0,1.0,51.5152,18.1818,0.0,0.0,30.303,17.0,6.0,0.0,0.0,10.0,Deliverability in this area has not been determined by previous interconnection studies.
Spacex P.t.,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,
Stateline,,,,,,,,,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Stem P.t.,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,
Stevedore,,,,,,,,,12.0,2.0,0.0,12.5,0.0,0.0,87.5,0.0,1.0,0.0,0.0,7.0,
Stewval P.t.,1557.0,Valley Electric 220/25,0.0,0.0,0.0,0.04,0.0,0.6,25.0,1.0,77.7778,0.0,0.0,0.0,22.2222,7.0,0.0,0.0,0.0,2.0,Deliverability in this area has not been determined by previous interconnection studies.
Stroh P.t.,1568.0,Mira Loma 220/66 System,0.157,0.012,0.169,0.7,0.24,0.58,4.0,1.0,95.3846,1.5385,0.0,1.5385,1.5385,62.0,1.0,0.0,1.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Studio,1205.0,Eagle Rock 220/66 System,0.0,0.0,0.0,29.0,0.0,75.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Styx P.t.,1538.0,Victor 220/115 System,2.514,0.048,2.563,2.19,1.17,4.94,12.0,1.0,73.2558,2.7132,0.0,0.0,24.031,189.0,7.0,0.0,0.0,62.0,Interconnection studies in this area have identified adequate deliverability.
Sugarloaf P.t.,1561.0,Vestal 220/66 System,0.0,0.0,0.0,0.17,0.0,0.17,2.4,1.0,36.5385,5.7692,0.0,0.0,57.6923,19.0,3.0,0.0,0.0,30.0,Interconnection studies in this area have identified inadequate deliverability.
Summit,804.0,Etiwanda A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Sunlight P.t.,1567.0,Lighthipe 220/66 System,0.017,0.0,0.017,0.0,0.0,0.0,4.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified adequate deliverability.
Surrey U.g.s.,1564.0,La Fresa 220/66 System,0.247,0.0,0.247,0.47,0.52,1.25,4.0,1.0,51.3514,8.1081,0.0,0.0,40.5405,19.0,3.0,0.0,0.0,15.0,Interconnection studies in this area have identified adequate deliverability.
Taft (Pgae),,,,,,,,,12.0,1.0,27.3973,6.8493,1.3699,0.0,64.3836,20.0,5.0,1.0,0.0,47.0,
Tahquitz P.t.,1573.0,Valley 500/115 System,0.367,0.002,0.369,0.6,0.61,0.63,12.0,1.0,28.2609,6.5217,0.0,0.0,65.2174,13.0,3.0,0.0,0.0,30.0,Deliverability in this area has not been determined by previous interconnection studies.
Tapia,550.0,Moorpark 220/66 System,2.906,0.424,3.33,16.78,0.2,47.07,16.0,3.0,44.6717,30.0323,0.0,0.0,25.296,415.0,279.0,0.0,0.0,235.0,Interconnection studies in this area have identified adequate deliverability.
Tatanka P.t.,1308.0,Goleta 220/66 System,0.205,0.076,0.281,1.05,0.27,1.22,4.0,1.0,26.9231,15.3846,0.0,0.0,57.6923,7.0,4.0,0.0,0.0,15.0,Interconnection studies in this area have identified adequate deliverability.
Tejon (Pgae),,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,
Tejon Peak P.t.,1574.0,Bailey 220/66 System,0.0,0.0,0.0,0.05,0.0,0.1,2.4,1.0,0.0,66.6667,0.0,0.0,33.3333,0.0,4.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
Temescal P.t.,1582.0,Mira Loma 220/66 System,0.595,0.128,0.723,1.47,0.49,6.78,4.0,3.0,63.5338,11.6541,0.0,0.0,24.812,169.0,31.0,0.0,0.0,66.0,Interconnection studies in this area have identified adequate deliverability.
Test Sub 9997,,,,,,,,,4.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Three M,1239.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Thrive,2007.0,Etiwanda 220/66 System,0.0,0.0,0.0,1.8,0.0,16.8,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,Interconnection studies in this area have identified adequate deliverability.
Timberwine,620.0,Big Creek 220/220 System,0.108,0.0,0.108,1.22,0.09,13.89,12.0,2.0,78.1938,5.7269,0.8811,0.0,15.1982,355.0,26.0,4.0,0.0,69.0,Interconnection studies in this area have identified inadequate deliverability.
Tioga P.t.,,,,,,,,,2.4,1.0,18.1818,27.2727,0.0,0.0,54.5455,6.0,9.0,0.0,0.0,18.0,
Tollhouse P.t.,1580.0,Big Creek 220/220 System,0.0,0.0,0.0,0.07,0.0,1.0,4.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified inadequate deliverability.
Topanga,515.0,Moorpark 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Treatment P.t.,2232.0,Kramer 220/115 System,0.0,0.0,0.0,1.22,0.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
Tule (Pgae),254.0,Springville 220/66 System,0.0,0.0,0.0,2.2,0.0,2.5,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Tumbleweed P.t.,1583.0,Kramer 220/115 System,0.008,0.0,0.008,0.2,0.04,0.68,2.4,1.0,51.1628,6.9767,0.0,0.0,41.8605,22.0,3.0,0.0,0.0,18.0,Interconnection studies in this area have identified inadequate deliverability.
