substation_name,subst_id,sys_name,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,voltage_kv,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub
Acequia P.t.,2229.0,Rector 220/66 System,0.0,0.0,0.0,0.14,0.0,0.33,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Aerojet,1201.0,Rio Hondo 220/66 System,0.0,0.0,0.0,3.28,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Afg,,,,,,,,,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Airchem,538.0,El Nido 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Alamitos,118.0,Alamitos 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Alamo,220.0,Bailey 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Aliso Energy,1106.0,Santiago 220/66 System,0.0,0.0,0.0,1.2,0.0,10.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Alpha Beta,1113.0,Olinda 220/66 System,0.0,0.0,0.0,1.97,0.0,2.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Alton,973.0,Johanna 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Altwind,7.0,Devers 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Alumax,272.0,Vista C 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Amargosa,,,,,,,,,25.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Amco,531.0,La Fresa 220/66 System,0.0,0.0,0.0,14.02,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ameron,1048.0,Etiwanda A 220/66 System,0.0,0.0,0.0,33.53,0.0,80.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Apl,1263.0,Hinson 220/66 System,0.0,0.0,0.0,6.05,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Apollo,920.0,Barre 220/66 System,0.0,0.0,0.0,4.2,0.0,22.39,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Appgen,16.0,Saugus 220/66 System,0.0,0.0,0.0,0.0,0.0,118.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Aqua Mansa,280.0,Vista A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Arbors,1271.0,Etiwanda 220/66 System,0.0,0.0,0.0,26.0,0.0,50.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Arbwind,54.0,Windhub 220/66 System,0.0,0.0,0.0,0.1,0.0,21.6,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Arco,1104.0,Hinson 220/66 System,0.0,0.0,0.0,4.89,0.0,7.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Astro,1103.0,Lighthipe 220/66 System,0.0,0.0,0.0,1.89,0.0,12.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Autobody,2183.0,Rio Hondo 220/66 System,0.006,0.0,0.006,1.0,0.01,0.99,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Avocado P.t.,1279.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ayersman P.t.,1280.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Azusa,450.0,Rio Hondo 220/66 System,0.0,0.0,0.0,49.5,0.0,84.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Badillo,451.0,Rio Hondo 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Baker,1780.0,Kramer 220/115 System,0.0,0.0,0.0,5.6,0.0,5.6,12.0,3.0,12.5461,23.6162,0.0,0.0,63.8376,34.0,64.0,0.0,0.0,173.0,Interconnection studies in this area have identified inadequate deliverability.
Ballarat P.t.,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,
Banwind,104.0,Devers 220/115 System,0.0,0.0,0.0,38.8,0.0,42.6,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Barre 'Ab',366.0,Barre 220/66 System,95.203,25.501,120.704,477.86,0.25,439.3,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Barre 'C',365.0,Barre 220/66 System,56.042,31.6,87.642,250.38,0.35,192.36,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Beverly A,,,,,,,,,16.0,16.0,38.9855,31.1933,0.1715,0.049,29.6006,1591.0,1273.0,7.0,2.0,1208.0,
Beverly B,,,,,,,,,4.0,19.0,36.5225,28.5189,0.0,0.0,34.9586,397.0,310.0,0.0,0.0,380.0,
Big Creek 1,144.0,Big Creek 220/220 System,0.134,0.013,0.148,7.67,0.02,9.85,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 2,559.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,2.5641,0.0,0.0,97.4359,0.0,1.0,0.0,0.0,38.0,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 3,150.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 3 0,151.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 4,154.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 4 0,153.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 8,148.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
Big Creek 8 0,149.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Big River,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Bishop Creek 2,,,,,,,,,12.0,1.0,67.0455,9.0909,0.0,0.0,23.8636,59.0,8.0,0.0,0.0,21.0,
Bishop Creek 4,,,,,,,,,2.4,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Bishop Creek Plant 2,2198.0,Inyo Sce 220/115 System,0.087,0.0,0.087,0.55,0.16,0.91,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Bishop Creek Plant 3,182.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Bishop Creek Plant 4,183.0,Inyo Sce 220/115 System,0.087,0.0,0.087,0.63,0.14,0.54,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Bishop Creek Plant 5,184.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,3.8,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Bishop Creek Plant 6,185.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Black Mountain,1775.0,Victor 220/115 System,0.0,0.0,0.0,11.0,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Blythe,,,,,,,,,33.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,
Boost,1200.0,Del Amo 220/66 System,0.0,0.0,0.0,1.57,0.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,Interconnection studies in this area have identified adequate deliverability.
Booth Road (Bia),270.0,Parker 161/66 System,0.027,0.0,0.027,0.31,0.09,0.97,12.0,1.0,19.6078,23.5294,1.9608,0.0,54.902,10.0,12.0,1.0,0.0,28.0,Interconnection studies in this area have identified inadequate deliverability.
Borax U.s.,1639.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Borel,159.0,Windhub 220/66 System,0.0,0.0,0.0,11.0,0.0,11.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Bottle,2006.0,Devers 220/115 System,5.05,0.0,5.05,8.68,0.58,18.95,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Bousic Canyon,1051.0,Victor 220/115 System,0.0,0.0,0.0,0.0,0.0,7.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Boxcar Wind,97.0,Windhub 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Breeze,692.0,Windhub 220/66 System,0.183,0.0,0.183,23.0,0.01,44.62,12.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
Brew,1163.0,Rio Hondo 220/66 System,0.0,0.0,0.0,6.42,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Buckwind,59.0,Devers 220/115 System,0.0,0.0,0.0,20.0,0.0,20.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Burpit,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Cain Ranch P.t.,2242.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified inadequate deliverability.
Cal Cement,686.0,Windhub 220/66 System,0.0,0.0,0.0,34.9,0.0,44.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Cal-Nev P.t.,1328.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Calcadia P.t.,1322.0,Eldorado 220/115 System,0.0,0.0,0.0,0.02,0.0,0.08,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
Calcity 'A',,,,,,,,,12.0,2.0,76.3177,5.4195,0.0,0.0,18.2628,1028.0,73.0,0.0,0.0,246.0,
Calcity 'B',,,,,,,,,12.0,2.0,76.0038,6.0229,0.0,0.0,17.9732,795.0,63.0,0.0,0.0,188.0,
Calgen,10.0,Kramer 220/115 System,0.0,0.0,0.0,5.78,0.0,30.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Camgen,12.0,Santa Clara 220/66 System,0.0,0.0,0.0,2.39,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Camino,342.0,Camino 220/16 System,0.012,0.0,0.012,0.85,0.01,35.96,16.0,1.0,15.6627,25.3012,1.2048,0.0,57.8313,13.0,21.0,1.0,0.0,48.0,Deliverability in this area has not been determined by previous interconnection studies.
Camp Baldy P.t.,1325.0,Padua 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Camp Nelson P.t.,1326.0,Springville 220/66 System,0.0,0.0,0.0,0.4,0.0,1.5,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Canwind,55.0,Windhub 220/66 System,0.0,0.0,0.0,0.12,0.0,65.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Capanero P.t.,1329.0,Vestal 220/66 System,0.033,0.007,0.039,-0.01,-6.82,0.26,2.4,1.0,69.8795,4.8193,0.0,0.0,25.3012,58.0,4.0,0.0,0.0,21.0,Interconnection studies in this area have identified inadequate deliverability.
Capsule,734.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.28,0.0,6.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Captive,1203.0,Vestal 220/66 System,8.623,0.0,8.623,6.61,1.3,1.88,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified inadequate deliverability.
Capwind,56.0,Mirage 220/115 System,0.0,0.0,0.0,15.33,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Carbogen,57.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Carbonic,1188.0,Hinson 220/66 System,0.0,0.0,0.0,4.24,0.0,5.63,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Carnival,2238.0,Hinson 220/66 System,0.0,0.0,0.0,7.8,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Cathedral City,1645.0,Devers 220/115 System,0.028,0.0,0.028,0.0,-19.2,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Cavalry P.t.,2200.0,Kramer 220/115 System,0.0,0.0,0.0,0.39,0.0,3.75,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,27.0,Interconnection studies in this area have identified inadequate deliverability.
Centennial,1872.0,Bailey 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Center 'A',370.0,Center 220/66 System,26.827,11.192,38.02,148.78,0.26,241.98,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Center 'B',369.0,Center 220/66 System,80.124,25.553,105.678,327.54,0.32,384.32,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Century,801.0,Vista A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Certified,1162.0,Lighthipe 220/66 System,0.0,0.0,0.0,5.11,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Chalet P.t.,1333.0,Valley 'Ab' 500/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Chalon P.t.,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Channel Islands,,,,,,,,,16.0,5.0,65.0744,16.4702,0.0931,0.0465,18.3158,4196.0,1062.0,6.0,3.0,1181.0,
Charmin,1017.0,Santa Clara 220/66 System,0.0,0.0,0.0,5.65,0.0,22.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Chemcorp,1133.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Chino Canyon,1052.0,Devers 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Chino Training P.t.,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Chino_Sec_A,333.0,Chino 220/66 System,90.071,26.46,116.531,401.62,0.29,443.47,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Chino_Sec_C,332.0,Chino 220/66 System,142.432,25.734,168.166,444.32,0.38,391.83,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Chip,1214.0,Santiago 220/66 System,0.0,0.0,0.0,19.57,0.0,22.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Cimgen,28.0,Chino 220/66 System,0.0,0.0,0.0,3.46,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Circle City,1970.0,Mira Loma 220/66 System,0.034,0.0,0.034,0.0,0.0,55.97,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Claremont,1126.0,Padua 220/66 System,0.0,0.0,0.0,14.36,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Cleargen,105.0,Mira Loma 220/66 System,0.0,0.0,0.0,2.39,0.0,40.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Coalgas,135.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
College,1108.0,Alamitos 220/66 System,0.0,0.0,0.0,10.93,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Colossus,1253.0,Saugus 220/66 System,0.0,0.0,0.0,6.21,0.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.0,Interconnection studies in this area have identified adequate deliverability.
Colton Cement,779.0,Vista A 220/66 System,0.0,0.0,0.0,0.7,0.0,30.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Compress,1058.0,La Fresa 220/66 System,0.0,0.0,0.0,63.8,0.0,112.0,12.0,16.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24.0,Interconnection studies in this area have identified adequate deliverability.
Compton 'A',,,,,,,,,4.0,2.0,79.0509,5.787,0.0,0.0,15.162,683.0,50.0,0.0,0.0,131.0,
Compton 'B',,,,,,,,,4.0,1.0,50.2183,20.9607,0.0,0.0,28.821,115.0,48.0,0.0,0.0,66.0,
Cool Water,131.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Corners,1176.0,Lighthipe 220/66 System,0.0,0.0,0.0,2.7,0.0,4.98,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Correction,1262.0,Windhub 220/66 System,8.444,0.0,8.444,3.43,2.46,0.0,12.0,1.0,0.0,5.2632,0.0,0.0,94.7368,0.0,1.0,0.0,0.0,18.0,Interconnection studies in this area have identified adequate deliverability.
Cosmic,482.0,La Fresa 220/66 System,1.0,0.0,1.0,1.7,0.59,10.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Costa Mesa,929.0,Ellis 220/66 System,0.365,0.011,0.377,1.28,0.29,14.5,4.0,2.0,72.0149,15.6716,0.0,0.0,12.3134,193.0,42.0,0.0,0.0,33.0,Interconnection studies in this area have identified adequate deliverability.
Coulter P.t.,1340.0,Vista 220/115 System,0.0,0.0,0.0,0.01,0.0,0.03,2.4,1.0,0.0,50.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Counts P.t.,1342.0,Springville 220/66 System,0.0,0.0,0.0,0.02,0.0,0.15,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Court House P.t.,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Coygen,25.0,Santiago 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Crafton Hills,1269.0,El Casco 220/115 System,0.0,0.0,0.0,6.8,0.0,16.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Crank P.t.,2275.0,Santiago 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Crestmore,797.0,Vista A 220/66 System,0.0,0.0,0.0,0.31,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Cyber,1984.0,El Nido 220/66 System,0.0,0.0,0.0,20.0,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Dairymans,32.0,Rector 220/66 System,0.0,0.0,0.0,11.2,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Databank,1091.0,Mira Loma 220/66 System,0.0,0.0,0.0,4.39,0.0,14.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,Interconnection studies in this area have identified adequate deliverability.
Dawn,2176.0,Antelope 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Deigaard P.t.,1354.0,Goleta 220/66 System,0.0,0.0,0.0,0.22,0.0,0.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Del Amo 'A',2034.0,Del Amo 220/66 System,47.007,6.915,53.922,203.11,0.27,362.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Del Amo 'C',2035.0,Del Amo 220/66 System,88.821,25.622,114.443,321.55,0.36,301.48,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Desal,1212.0,Goleta 220/66 System,0.65,0.0,0.65,3.61,0.18,13.35,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Devil Canyon,217.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Diemer,1937.0,Villa Park 220/66 System,0.0,0.0,0.0,2.06,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Dinosaur,2051.0,El Casco 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Dock,1266.0,Hinson 220/66 System,0.0,0.0,0.0,6.9,0.0,100.2,25.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified adequate deliverability.
Dolores P.t.,1960.0,Gould 220/66 System,0.344,0.03,0.375,0.33,1.12,1.13,4.0,1.0,92.6829,1.2195,0.0,0.0,6.0976,76.0,1.0,0.0,0.0,5.0,Interconnection studies in this area have identified adequate deliverability.
Domhill,1030.0,Lighthipe 220/66 System,0.0,0.0,0.0,2.2,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Dos Lagos P.m.,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Douglas,469.0,El Nido 220/66 System,0.0,0.0,0.0,8.44,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Douglas Park,1865.0,Del Amo 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Dougoil,1142.0,Center 220/66 System,0.0,0.0,0.0,0.0,0.0,16.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Downeymed,1871.0,Center 220/66 System,0.0,0.0,0.0,5.46,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Drews,279.0,Vista A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Drinkwater P.t.,,,,,,,,,16.0,1.0,0.0,50.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,2.0,
Dryden P.t.,,,,,,,,,12.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Dutchwind,44.0,Windhub 220/66 System,0.0,0.0,0.0,0.03,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Dwp Power Plant 1,,,,,,,,,2.4,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Edwards A.f.b.,1049.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
El Real Pump.,1098.0,Hinson 220/66 System,0.0,0.0,0.0,1.91,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
El Segundo,121.0,El Nido 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Elaine P.t.,1368.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.04,0.0,0.1,2.4,1.0,72.7273,0.0,0.0,0.0,27.2727,8.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified adequate deliverability.
Elcans,1191.0,Rector 220/66 System,0.0,0.0,0.0,11.2,0.0,11.2,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
Ellis 'A',376.0,Ellis 'A' 220/66 System,94.141,15.746,109.887,349.63,0.31,450.11,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ellis 'C',377.0,Ellis 'C' 220/66 System,41.832,18.77,60.602,307.97,0.2,499.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ellwood,123.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,48.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Enwind,60.0,Windhub 220/66 System,0.0,0.0,0.0,0.15,0.0,47.1,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Etiwanda 'A',111.0,Etiwanda A 220/66 System,0.0,0.0,0.0,138.52,0.0,138.52,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Etiwanda 'E',112.0,Etiwanda 220/66 System,198.399,38.496,236.895,510.42,0.46,323.11,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Etiwanda 'W',113.0,Etiwanda 220/66 System,68.413,9.796,78.209,231.17,0.34,201.79,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Exgen,52.0,Goleta 220/66 System,0.0,0.0,0.0,49.0,0.0,50.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
